Rank,Track,Artist,Streams,Date,WeekDay,Month
4,ROXANNE,Arizona Zervas,1287403,2020-01-24,Fri,Jan
5,BOP,DaBaby,1152349,2020-01-24,Fri,Jan
6,Good News,Mac Miller,1123433,2020-01-24,Fri,Jan
7,Suicidal,YNW Melly,1109333,2020-01-24,Fri,Jan
8,Blinding Lights,The Weeknd,1062578,2020-01-24,Fri,Jan
9,Circles,Post Malone,1056470,2020-01-24,Fri,Jan
10,Falling,Trevor Daniel,1039985,2020-01-24,Fri,Jan
11,Dance Monkey,Tones And I,964779,2020-01-24,Fri,Jan
12,High Fashion (feat. Mustard),Roddy Ricch,957198,2020-01-24,Fri,Jan
13,Bandit (with YoungBoy Never Broke Again),Juice WRLD,948165,2020-01-24,Fri,Jan
14,Ballin' (with Roddy Ricch),Mustard,916788,2020-01-24,Fri,Jan
15,You should be sad,Halsey,916654,2020-01-24,Fri,Jan
16,everything i wanted,Billie Eilish,893496,2020-01-24,Fri,Jan
17,Futsal Shuffle 2020,Lil Uzi Vert,886490,2020-01-24,Fri,Jan
18,Yummy,Justin Bieber,849797,2020-01-24,Fri,Jan
19,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,848036,2020-01-24,Fri,Jan
20,Don't Start Now,Dua Lipa,802757,2020-01-24,Fri,Jan
21,Blue World,Mac Miller,767548,2020-01-24,Fri,Jan
22,SUGAR,BROCKHAMPTON,754750,2020-01-24,Fri,Jan
23,Say So,Doja Cat,724418,2020-01-24,Fri,Jan
24,B.I.T.C.H.,Megan Thee Stallion,718139,2020-01-24,Fri,Jan
25,VIBEZ,DaBaby,713236,2020-01-24,Fri,Jan
26,What A Man Gotta Do,Jonas Brothers,710636,2020-01-24,Fri,Jan
27,Adore You,Harry Styles,696142,2020-01-24,Fri,Jan
28,Woah,Lil Baby,688774,2020-01-24,Fri,Jan
29,Sum 2 Prove,Lil Baby,687122,2020-01-24,Fri,Jan
30,No Idea,Don Toliver,683138,2020-01-24,Fri,Jan
31,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",682610,2020-01-24,Fri,Jan
32,My Oh My (feat. DaBaby),Camila Cabello,650324,2020-01-24,Fri,Jan
33,hot girl bummer,blackbear,633359,2020-01-24,Fri,Jan
34,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",627372,2020-01-24,Fri,Jan
35,Someone You Loved,Lewis Capaldi,626037,2020-01-24,Fri,Jan
36,HIGHEST IN THE ROOM,Travis Scott,625966,2020-01-24,Fri,Jan
37,Tusa,"KAROL G, Nicki Minaj",621631,2020-01-24,Fri,Jan
38,Rare,Selena Gomez,615228,2020-01-24,Fri,Jan
39,What If I Told You That I Love You,Ali Gatie,611766,2020-01-24,Fri,Jan
40,Watermelon Sugar,Harry Styles,587219,2020-01-24,Fri,Jan
41,Lose You To Love Me,Selena Gomez,579093,2020-01-24,Fri,Jan
42,Memories,Maroon 5,569162,2020-01-24,Fri,Jan
43,Lucid Dreams,Juice WRLD,552481,2020-01-24,Fri,Jan
44,Those Kinda Nights (feat. Ed Sheeran),Eminem,542538,2020-01-24,Fri,Jan
45,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,531808,2020-01-24,Fri,Jan
46,Robbery,Juice WRLD,530654,2020-01-24,Fri,Jan
47,Heartless,The Weeknd,528042,2020-01-24,Fri,Jan
48,Circles,Mac Miller,521696,2020-01-24,Fri,Jan
49,bad guy,Billie Eilish,521158,2020-01-24,Fri,Jan
50,Darkness,Eminem,515802,2020-01-24,Fri,Jan
51,Suge,DaBaby,515601,2020-01-24,Fri,Jan
52,"10,000 Hours (with Justin Bieber)",Dan + Shay,510958,2020-01-24,Fri,Jan
53,GOODMORNINGTOKYO!,TOKYO’S REVENGE,508768,2020-01-24,Fri,Jan
54,Unaccommodating (feat. Young M.A),Eminem,492700,2020-01-24,Fri,Jan
55,Eleven,Khalid,490048,2020-01-24,Fri,Jan
56,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,483848,2020-01-24,Fri,Jan
57,Hand Me Downs,Mac Miller,477374,2020-01-24,Fri,Jan
58,ORANGE SODA,BaKeem,470236,2020-01-24,Fri,Jan
59,Money In The Grave (Drake ft. Rick Ross),Drake,468570,2020-01-24,Fri,Jan
60,Ransom,Lil Tecca,458824,2020-01-24,Fri,Jan
61,223's (feat. 9lokknine),YNW Melly,455962,2020-01-24,Fri,Jan
62,Forever Yours - Avicii Tribute,"Kygo, Sandro Cavazza",448659,2020-01-24,Fri,Jan
63,Start Wit Me (feat. Gunna),Roddy Ricch,446731,2020-01-24,Fri,Jan
64,Truth Hurts,Lizzo,444482,2020-01-24,Fri,Jan
65,MIDDLE CHILD,J. Cole,442484,2020-01-24,Fri,Jan
66,I Can See,Mac Miller,439993,2020-01-24,Fri,Jan
67,No Guidance (feat. Drake),Chris Brown,436777,2020-01-24,Fri,Jan
68,Make No Sense,YoungBoy Never Broke Again,435919,2020-01-24,Fri,Jan
69,me & ur ghost,blackbear,432988,2020-01-24,Fri,Jan
70,Goodbyes (Feat. Young Thug),Post Malone,425208,2020-01-24,Fri,Jan
71,Complicated,Mac Miller,422106,2020-01-24,Fri,Jan
72,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,419580,2020-01-24,Fri,Jan
73,Death,"Trippie Redd, DaBaby",417676,2020-01-24,Fri,Jan
74,FML,Arizona Zervas,414811,2020-01-24,Fri,Jan
75,WHATS POPPIN,Jack Harlow,414488,2020-01-24,Fri,Jan
76,Señorita,"Shawn Mendes, Camila Cabello",414202,2020-01-24,Fri,Jan
77,Wow.,Post Malone,413182,2020-01-24,Fri,Jan
78,Stuck In A Dream (feat. Gunna),Lil Mosey,410747,2020-01-24,Fri,Jan
79,If the World Was Ending - feat. Julia Michaels,JP Saxe,408200,2020-01-24,Fri,Jan
80,P*$$Y Fairy (OTW),Jhené Aiko,406536,2020-01-24,Fri,Jan
81,July,Noah Cyrus,404223,2020-01-24,Fri,Jan
82,Black Swan,BTS,401943,2020-01-24,Fri,Jan
83,Woods,Mac Miller,401805,2020-01-24,Fri,Jan
84,All Girls Are The Same,Juice WRLD,399897,2020-01-24,Fri,Jan
85,Camelot,NLE Choppa,396154,2020-01-24,Fri,Jan
86,when the party's over,Billie Eilish,391765,2020-01-24,Fri,Jan
87,Without Me,Halsey,391470,2020-01-24,Fri,Jan
88,Peta (feat. Meek Mill),Roddy Ricch,387574,2020-01-24,Fri,Jan
89,Yellow Hearts,Ant Saunders,386523,2020-01-24,Fri,Jan
90,Baby (Lil Baby feat. DaBaby),Quality Control,385781,2020-01-24,Fri,Jan
91,Leaving Heaven (feat. Skylar Grey),Eminem,380435,2020-01-24,Fri,Jan
92,Graveyard,Halsey,379292,2020-01-24,Fri,Jan
93,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,376751,2020-01-24,Fri,Jan
94,lovely (with Khalid),Billie Eilish,369337,2020-01-24,Fri,Jan
95,Murder On My Mind,YNW Melly,369169,2020-01-24,Fri,Jan
96,Lock It Up (feat. Anderson .Paak),Eminem,367175,2020-01-24,Fri,Jan
97,No Regrets (feat. Don Toliver),Eminem,364721,2020-01-24,Fri,Jan
98,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",362597,2020-01-24,Fri,Jan
99,Everybody,Mac Miller,361107,2020-01-24,Fri,Jan
100,In Too Deep,Eminem,360952,2020-01-24,Fri,Jan
101,Drip Too Hard (Lil Baby & Gunna),Lil Baby,359653,2020-01-24,Fri,Jan
102,Pop Out (feat. Lil Tjay),Polo G,358931,2020-01-24,Fri,Jan
103,Going Bad (feat. Drake),Meek Mill,356494,2020-01-24,Fri,Jan
104,Vete,Bad Bunny,356302,2020-01-24,Fri,Jan
105,Before You Go,Lewis Capaldi,350512,2020-01-24,Fri,Jan
106,Hate Me (with Juice WRLD),Ellie Goulding,349542,2020-01-24,Fri,Jan
107,SLOW DANCING IN THE DARK,Joji,349501,2020-01-24,Fri,Jan
108,Sunday Best,Surfaces,349431,2020-01-24,Fri,Jan
109,Legends,Juice WRLD,348937,2020-01-24,Fri,Jan
110,Marsh,Eminem,347847,2020-01-24,Fri,Jan
111,SICKO MODE,Travis Scott,347035,2020-01-24,Fri,Jan
112,The London (feat. J. Cole & Travis Scott),Young Thug,346900,2020-01-24,Fri,Jan
113,Surf,Mac Miller,344393,2020-01-24,Fri,Jan
114,How I Move (feat. Lil Baby),Flipp Dinero,336666,2020-01-24,Fri,Jan
115,F.N,Lil Tjay,334629,2020-01-24,Fri,Jan
116,SAD!,XXXTENTACION,333201,2020-01-24,Fri,Jan
117,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,332888,2020-01-24,Fri,Jan
118,Jocelyn Flores,XXXTENTACION,332112,2020-01-24,Fri,Jan
119,Premonition - Intro,Eminem,331386,2020-01-24,Fri,Jan
120,Maniac,Conan Gray,330539,2020-01-24,Fri,Jan
121,Lights Up,Harry Styles,329191,2020-01-24,Fri,Jan
122,6 Kiss,"Trippie Redd, Juice WRLD, YNW Melly",328006,2020-01-24,Fri,Jan
123,Falling,Harry Styles,325898,2020-01-24,Fri,Jan
124,Had Enough (feat. Quavo & Offset),Don Toliver,325802,2020-01-24,Fri,Jan
125,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,323124,2020-01-24,Fri,Jan
126,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,320587,2020-01-24,Fri,Jan
127,Cash Shit (feat. DaBaby),Megan Thee Stallion,317653,2020-01-24,Fri,Jan
128,Heartless (feat. Morgan Wallen),Diplo,316407,2020-01-24,Fri,Jan
129,Beautiful People (feat. Khalid),Ed Sheeran,316089,2020-01-24,Fri,Jan
130,Juicy,"Doja Cat, Tyga",315809,2020-01-24,Fri,Jan
131,Boss Bitch,Doja Cat,314939,2020-01-24,Fri,Jan
132,Lalala,"Y2K, bbno$",314391,2020-01-24,Fri,Jan
133,U Played (feat. Lil Baby),Moneybagg Yo,314027,2020-01-24,Fri,Jan
134,EARFQUAKE,"Tyler, The Creator",312178,2020-01-24,Fri,Jan
135,rockstar (feat. 21 Savage),Post Malone,311243,2020-01-24,Fri,Jan
136,I Fall Apart,Post Malone,310551,2020-01-24,Fri,Jan
137,Enemies (feat. DaBaby),Post Malone,310222,2020-01-24,Fri,Jan
138,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,306445,2020-01-24,Fri,Jan
139,BEST ON EARTH (feat. BIA) - Bonus,Russ,306108,2020-01-24,Fri,Jan
140,7 rings,Ariana Grande,305563,2020-01-24,Fri,Jan
141,I Don't Care (with Justin Bieber),Ed Sheeran,305158,2020-01-24,Fri,Jan
142,Immortal,21 Savage,304779,2020-01-24,Fri,Jan
143,Stepdad,Eminem,301874,2020-01-24,Fri,Jan
144,Hot (feat. Gunna),Young Thug,301712,2020-01-24,Fri,Jan
145,Sanguine Paradise,Lil Uzi Vert,301414,2020-01-24,Fri,Jan
146,VALENTINO,24kGoldn,298187,2020-01-24,Fri,Jan
147,Armed And Dangerous,Juice WRLD,297616,2020-01-24,Fri,Jan
148,That's On Me,Mac Miller,297135,2020-01-24,Fri,Jan
149,Sucker,Jonas Brothers,295628,2020-01-24,Fri,Jan
150,One Man Band,Old Dominion,295602,2020-01-24,Fri,Jan
151,Simmer,Hayley Williams,294583,2020-01-24,Fri,Jan
152,Farewell,Eminem,294467,2020-01-24,Fri,Jan
153,Once A Day,Mac Miller,294334,2020-01-24,Fri,Jan
154,Eastside (with Halsey & Khalid),benny blanco,293382,2020-01-24,Fri,Jan
155,Little Engine,Eminem,292619,2020-01-24,Fri,Jan
156,Break My Stride,Matthew Wilder,292438,2020-01-24,Fri,Jan
157,Panini,Lil Nas X,292260,2020-01-24,Fri,Jan
158,It's You,Ali Gatie,291434,2020-01-24,Fri,Jan
159,Talk (feat. Disclosure),Khalid,290393,2020-01-24,Fri,Jan
160,Better Now,Post Malone,290205,2020-01-24,Fri,Jan
161,Never Love Again,Eminem,287519,2020-01-24,Fri,Jan
162,Still Learning,Halsey,285563,2020-01-24,Fri,Jan
163,One Thing Right,"Marshmello, Kane Brown",284899,2020-01-24,Fri,Jan
164,Into the Unknown,"Idina Menzel, AURORA",284149,2020-01-24,Fri,Jan
165,Fuck Love (feat. Trippie Redd),XXXTENTACION,282907,2020-01-24,Fri,Jan
166,goosebumps,Travis Scott,282597,2020-01-24,Fri,Jan
167,Money Talk,"Rich The Kid, YoungBoy Never Broke Again",281959,2020-01-24,Fri,Jan
168,Lean Wit Me,Juice WRLD,279411,2020-01-24,Fri,Jan
169,Let Me Know (I Wonder Why Freestyle),Juice WRLD,278591,2020-01-24,Fri,Jan
170,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,278372,2020-01-24,Fri,Jan
171,UP THE SMOKE (with Offset),Stunna 4 Vegas,278299,2020-01-24,Fri,Jan
172,ocean eyes,Billie Eilish,278296,2020-01-24,Fri,Jan
173,Happier,"Marshmello, Bastille",277673,2020-01-24,Fri,Jan
174,Trampoline (with ZAYN),SHAED,276121,2020-01-24,Fri,Jan
175,Ransom (with Juice WRLD) - Remix,Lil Tecca,274449,2020-01-24,Fri,Jan
176,XO Tour Llif3,Lil Uzi Vert,273737,2020-01-24,Fri,Jan
177,Moonlight,XXXTENTACION,272656,2020-01-24,Fri,Jan
178,Hands,Mac Miller,269327,2020-01-24,Fri,Jan
179,Beautiful Crazy,Luke Combs,267854,2020-01-24,Fri,Jan
180,Pure Water (with Migos),Mustard,267637,2020-01-24,Fri,Jan
181,Speechless,Dan + Shay,267293,2020-01-24,Fri,Jan
182,Ayy Macarena,Tyga,267137,2020-01-24,Fri,Jan
183,Hop Off A Jet (feat. Travis Scott),Young Thug,265948,2020-01-24,Fri,Jan
184,Better,Khalid,265889,2020-01-24,Fri,Jan
185,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,265884,2020-01-24,Fri,Jan
186,Hot Shower,"Chance the Rapper, MadeinTYO, DaBaby",264141,2020-01-24,Fri,Jan
187,I Hope,GabBarrett,263020,2020-01-24,Fri,Jan
188,The Less I Know The Better,Tame Impala,262976,2020-01-24,Fri,Jan
189,Yes Indeed,"Lil Baby, Drake",262308,2020-01-24,Fri,Jan
190,You Need To Calm Down,Taylor Swift,261979,2020-01-24,Fri,Jan
191,Somebody,"Internet Money, Lil Tecca, A Boogie Wit da Hoodie",258462,2020-01-24,Fri,Jan
192,Whiskey Glasses,Morgan Wallen,257971,2020-01-24,Fri,Jan
193,I.F.L.Y.,Bazzi,257857,2020-01-24,Fri,Jan
194,Famous Hoes,NLE Choppa,257812,2020-01-24,Fri,Jan
195,Best Part (feat. Daniel Caesar),H.E.R.,257075,2020-01-24,Fri,Jan
196,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",256920,2020-01-24,Fri,Jan
197,Chasin' You,Morgan Wallen,255682,2020-01-24,Fri,Jan
198,Envy Me,Calboy,255419,2020-01-24,Fri,Jan
199,i love you,Billie Eilish,253406,2020-01-24,Fri,Jan
200,My Type,Saweetie,252277,2020-01-24,Fri,Jan
1,The Box,Roddy Ricch,3277867,2020-01-25,Sat,Jan
2,Life Is Good (feat. Drake),Future,1988567,2020-01-25,Sat,Jan
3,Godzilla (feat. Juice WRLD),Eminem,1791466,2020-01-25,Sat,Jan
4,ROXANNE,Arizona Zervas,1318635,2020-01-25,Sat,Jan
5,BOP,DaBaby,1121217,2020-01-25,Sat,Jan
6,Suicidal,YNW Melly,1062609,2020-01-25,Sat,Jan
7,Falling,Trevor Daniel,1016784,2020-01-25,Sat,Jan
8,Circles,Post Malone,990520,2020-01-25,Sat,Jan
9,Blinding Lights,The Weeknd,988958,2020-01-25,Sat,Jan
10,Dance Monkey,Tones And I,947947,2020-01-25,Sat,Jan
11,Bandit (with YoungBoy Never Broke Again),Juice WRLD,947828,2020-01-25,Sat,Jan
12,Good News,Mac Miller,927612,2020-01-25,Sat,Jan
13,High Fashion (feat. Mustard),Roddy Ricch,926608,2020-01-25,Sat,Jan
14,Ballin' (with Roddy Ricch),Mustard,890719,2020-01-25,Sat,Jan
15,Futsal Shuffle 2020,Lil Uzi Vert,815735,2020-01-25,Sat,Jan
16,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,815344,2020-01-25,Sat,Jan
17,Yummy,Justin Bieber,812349,2020-01-25,Sat,Jan
18,everything i wanted,Billie Eilish,803188,2020-01-25,Sat,Jan
19,You should be sad,Halsey,781536,2020-01-25,Sat,Jan
20,Don't Start Now,Dua Lipa,754520,2020-01-25,Sat,Jan
21,VIBEZ,DaBaby,684548,2020-01-25,Sat,Jan
22,Say So,Doja Cat,682386,2020-01-25,Sat,Jan
23,Woah,Lil Baby,667640,2020-01-25,Sat,Jan
24,SUGAR,BROCKHAMPTON,656821,2020-01-25,Sat,Jan
25,Blue World,Mac Miller,650197,2020-01-25,Sat,Jan
26,No Idea,Don Toliver,636859,2020-01-25,Sat,Jan
27,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",634458,2020-01-25,Sat,Jan
28,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",621711,2020-01-25,Sat,Jan
29,Sum 2 Prove,Lil Baby,620423,2020-01-25,Sat,Jan
30,My Oh My (feat. DaBaby),Camila Cabello,616719,2020-01-25,Sat,Jan
31,Adore You,Harry Styles,616369,2020-01-25,Sat,Jan
32,What A Man Gotta Do,Jonas Brothers,606090,2020-01-25,Sat,Jan
33,B.I.T.C.H.,Megan Thee Stallion,602908,2020-01-25,Sat,Jan
34,Tusa,"KAROL G, Nicki Minaj",596905,2020-01-25,Sat,Jan
35,HIGHEST IN THE ROOM,Travis Scott,588572,2020-01-25,Sat,Jan
36,Someone You Loved,Lewis Capaldi,573040,2020-01-25,Sat,Jan
37,Lucid Dreams,Juice WRLD,572142,2020-01-25,Sat,Jan
38,hot girl bummer,blackbear,572104,2020-01-25,Sat,Jan
39,Rare,Selena Gomez,555476,2020-01-25,Sat,Jan
40,Robbery,Juice WRLD,542216,2020-01-25,Sat,Jan
41,Memories,Maroon 5,535737,2020-01-25,Sat,Jan
42,Watermelon Sugar,Harry Styles,521932,2020-01-25,Sat,Jan
43,GOODMORNINGTOKYO!,TOKYO’S REVENGE,517624,2020-01-25,Sat,Jan
44,Lose You To Love Me,Selena Gomez,517001,2020-01-25,Sat,Jan
45,Suge,DaBaby,512319,2020-01-25,Sat,Jan
46,bad guy,Billie Eilish,503914,2020-01-25,Sat,Jan
47,Ransom,Lil Tecca,490524,2020-01-25,Sat,Jan
48,Heartless,The Weeknd,488107,2020-01-25,Sat,Jan
49,What If I Told You That I Love You,Ali Gatie,481586,2020-01-25,Sat,Jan
50,223's (feat. 9lokknine),YNW Melly,472693,2020-01-25,Sat,Jan
51,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,466000,2020-01-25,Sat,Jan
52,"10,000 Hours (with Justin Bieber)",Dan + Shay,455796,2020-01-25,Sat,Jan
53,Money In The Grave (Drake ft. Rick Ross),Drake,453347,2020-01-25,Sat,Jan
54,Truth Hurts,Lizzo,449365,2020-01-25,Sat,Jan
55,Those Kinda Nights (feat. Ed Sheeran),Eminem,444978,2020-01-25,Sat,Jan
56,ORANGE SODA,BaKeem,434058,2020-01-25,Sat,Jan
57,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,425536,2020-01-25,Sat,Jan
58,Eleven,Khalid,423884,2020-01-25,Sat,Jan
59,Darkness,Eminem,418115,2020-01-25,Sat,Jan
60,MIDDLE CHILD,J. Cole,418065,2020-01-25,Sat,Jan
61,Start Wit Me (feat. Gunna),Roddy Ricch,416601,2020-01-25,Sat,Jan
62,Make No Sense,YoungBoy Never Broke Again,415862,2020-01-25,Sat,Jan
63,No Guidance (feat. Drake),Chris Brown,414766,2020-01-25,Sat,Jan
64,Goodbyes (Feat. Young Thug),Post Malone,404869,2020-01-25,Sat,Jan
65,Wow.,Post Malone,401673,2020-01-25,Sat,Jan
66,All Girls Are The Same,Juice WRLD,401514,2020-01-25,Sat,Jan
67,Circles,Mac Miller,398900,2020-01-25,Sat,Jan
68,Camelot,NLE Choppa,394546,2020-01-25,Sat,Jan
69,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,394127,2020-01-25,Sat,Jan
70,Unaccommodating (feat. Young M.A),Eminem,393360,2020-01-25,Sat,Jan
71,Señorita,"Shawn Mendes, Camila Cabello",392158,2020-01-25,Sat,Jan
72,Death,"Trippie Redd, DaBaby",385807,2020-01-25,Sat,Jan
73,Stuck In A Dream (feat. Gunna),Lil Mosey,384838,2020-01-25,Sat,Jan
74,me & ur ghost,blackbear,379362,2020-01-25,Sat,Jan
75,FML,Arizona Zervas,374297,2020-01-25,Sat,Jan
76,Murder On My Mind,YNW Melly,365933,2020-01-25,Sat,Jan
77,Yellow Hearts,Ant Saunders,365111,2020-01-25,Sat,Jan
78,Pop Out (feat. Lil Tjay),Polo G,362349,2020-01-25,Sat,Jan
79,Peta (feat. Meek Mill),Roddy Ricch,357250,2020-01-25,Sat,Jan
80,Baby (Lil Baby feat. DaBaby),Quality Control,357015,2020-01-25,Sat,Jan
81,Legends,Juice WRLD,355863,2020-01-25,Sat,Jan
82,when the party's over,Billie Eilish,355806,2020-01-25,Sat,Jan
83,WHATS POPPIN,Jack Harlow,355143,2020-01-25,Sat,Jan
84,If the World Was Ending - feat. Julia Michaels,JP Saxe,350624,2020-01-25,Sat,Jan
85,Hand Me Downs,Mac Miller,349862,2020-01-25,Sat,Jan
86,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",348300,2020-01-25,Sat,Jan
87,July,Noah Cyrus,348096,2020-01-25,Sat,Jan
88,Drip Too Hard (Lil Baby & Gunna),Lil Baby,345648,2020-01-25,Sat,Jan
89,Without Me,Halsey,345392,2020-01-25,Sat,Jan
90,SICKO MODE,Travis Scott,344783,2020-01-25,Sat,Jan
91,Going Bad (feat. Drake),Meek Mill,343138,2020-01-25,Sat,Jan
92,lovely (with Khalid),Billie Eilish,342471,2020-01-25,Sat,Jan
93,Hate Me (with Juice WRLD),Ellie Goulding,341749,2020-01-25,Sat,Jan
94,SAD!,XXXTENTACION,338778,2020-01-25,Sat,Jan
95,Vete,Bad Bunny,336664,2020-01-25,Sat,Jan
96,The London (feat. J. Cole & Travis Scott),Young Thug,331423,2020-01-25,Sat,Jan
97,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,330827,2020-01-25,Sat,Jan
98,Lalala,"Y2K, bbno$",326206,2020-01-25,Sat,Jan
99,Black Swan,BTS,322698,2020-01-25,Sat,Jan
100,Jocelyn Flores,XXXTENTACION,321871,2020-01-25,Sat,Jan
101,Graveyard,Halsey,320075,2020-01-25,Sat,Jan
102,F.N,Lil Tjay,318378,2020-01-25,Sat,Jan
103,P*$$Y Fairy (OTW),Jhené Aiko,315123,2020-01-25,Sat,Jan
104,Juicy,"Doja Cat, Tyga",312083,2020-01-25,Sat,Jan
105,Sunday Best,Surfaces,311353,2020-01-25,Sat,Jan
106,Complicated,Mac Miller,311179,2020-01-25,Sat,Jan
107,Cash Shit (feat. DaBaby),Megan Thee Stallion,311136,2020-01-25,Sat,Jan
108,SLOW DANCING IN THE DARK,Joji,308720,2020-01-25,Sat,Jan
109,Panini,Lil Nas X,308271,2020-01-25,Sat,Jan
110,Before You Go,Lewis Capaldi,307768,2020-01-25,Sat,Jan
111,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,305807,2020-01-25,Sat,Jan
112,rockstar (feat. 21 Savage),Post Malone,305362,2020-01-25,Sat,Jan
113,I Can See,Mac Miller,304743,2020-01-25,Sat,Jan
114,How I Move (feat. Lil Baby),Flipp Dinero,304473,2020-01-25,Sat,Jan
115,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,304204,2020-01-25,Sat,Jan
116,Heartless (feat. Morgan Wallen),Diplo,302688,2020-01-25,Sat,Jan
117,Leaving Heaven (feat. Skylar Grey),Eminem,300317,2020-01-25,Sat,Jan
118,Woods,Mac Miller,299623,2020-01-25,Sat,Jan
119,Armed And Dangerous,Juice WRLD,298770,2020-01-25,Sat,Jan
120,VALENTINO,24kGoldn,295846,2020-01-25,Sat,Jan
121,7 rings,Ariana Grande,295221,2020-01-25,Sat,Jan
122,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,294198,2020-01-25,Sat,Jan
123,6 Kiss,"Trippie Redd, Juice WRLD, YNW Melly",292963,2020-01-25,Sat,Jan
124,Enemies (feat. DaBaby),Post Malone,292758,2020-01-25,Sat,Jan
125,No Regrets (feat. Don Toliver),Eminem,292449,2020-01-25,Sat,Jan
126,BEST ON EARTH (feat. BIA) - Bonus,Russ,291577,2020-01-25,Sat,Jan
127,EARFQUAKE,"Tyler, The Creator",291031,2020-01-25,Sat,Jan
128,Lock It Up (feat. Anderson .Paak),Eminem,289915,2020-01-25,Sat,Jan
129,Beautiful People (feat. Khalid),Ed Sheeran,287722,2020-01-25,Sat,Jan
130,Into the Unknown,"Idina Menzel, AURORA",287177,2020-01-25,Sat,Jan
131,Hot (feat. Gunna),Young Thug,286912,2020-01-25,Sat,Jan
132,Moonlight,XXXTENTACION,286789,2020-01-25,Sat,Jan
133,U Played (feat. Lil Baby),Moneybagg Yo,286318,2020-01-25,Sat,Jan
134,Maniac,Conan Gray,285317,2020-01-25,Sat,Jan
135,In Too Deep,Eminem,283080,2020-01-25,Sat,Jan
136,Sanguine Paradise,Lil Uzi Vert,282715,2020-01-25,Sat,Jan
137,I Fall Apart,Post Malone,282215,2020-01-25,Sat,Jan
138,Sucker,Jonas Brothers,279772,2020-01-25,Sat,Jan
139,Ransom (with Juice WRLD) - Remix,Lil Tecca,279456,2020-01-25,Sat,Jan
140,Break My Stride,Matthew Wilder,279098,2020-01-25,Sat,Jan
141,Better Now,Post Malone,278229,2020-01-25,Sat,Jan
142,Had Enough (feat. Quavo & Offset),Don Toliver,278125,2020-01-25,Sat,Jan
143,Lights Up,Harry Styles,277658,2020-01-25,Sat,Jan
144,I Don't Care (with Justin Bieber),Ed Sheeran,276957,2020-01-25,Sat,Jan
145,Happier,"Marshmello, Bastille",276115,2020-01-25,Sat,Jan
146,Talk (feat. Disclosure),Khalid,275538,2020-01-25,Sat,Jan
147,One Man Band,Old Dominion,275484,2020-01-25,Sat,Jan
148,Immortal,21 Savage,275104,2020-01-25,Sat,Jan
149,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",274448,2020-01-25,Sat,Jan
150,Lean Wit Me,Juice WRLD,274024,2020-01-25,Sat,Jan
151,Marsh,Eminem,273420,2020-01-25,Sat,Jan
152,One Thing Right,"Marshmello, Kane Brown",271914,2020-01-25,Sat,Jan
153,goosebumps,Travis Scott,271017,2020-01-25,Sat,Jan
154,Fuck Love (feat. Trippie Redd),XXXTENTACION,270248,2020-01-25,Sat,Jan
155,Eastside (with Halsey & Khalid),benny blanco,269693,2020-01-25,Sat,Jan
156,Everybody,Mac Miller,268938,2020-01-25,Sat,Jan
157,Falling,Harry Styles,267248,2020-01-25,Sat,Jan
158,XO Tour Llif3,Lil Uzi Vert,264262,2020-01-25,Sat,Jan
159,Let Me Know (I Wonder Why Freestyle),Juice WRLD,264192,2020-01-25,Sat,Jan
160,Premonition - Intro,Eminem,262464,2020-01-25,Sat,Jan
161,Pure Water (with Migos),Mustard,261562,2020-01-25,Sat,Jan
162,Surf,Mac Miller,260266,2020-01-25,Sat,Jan
163,Ayy Macarena,Tyga,259989,2020-01-25,Sat,Jan
164,Famous Hoes,NLE Choppa,257596,2020-01-25,Sat,Jan
